CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100),Gender_Enc,Cluster,Segment,R_proxy,F_proxy,M_proxy,RFM_Segment
11486,Male,52,113.0,28.0,0,0,New Customers,Low,Low,High,New Customers
11487,Male,50,131.0,84.0,0,3,VIP Customers,High,Low,High,VIP Customers
11488,Female,45,138.0,50.0,1,0,New Customers,Moderate,Moderate,High,New Customers
11489,Female,24,22.0,80.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11490,Female,54,138.0,32.0,1,0,New Customers,Low,Low,High,New Customers
11491,Male,37,32.0,33.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11492,Male,35,120.0,70.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11493,Male,49,105.0,32.0,0,0,New Customers,Low,Low,High,New Customers
11494,Female,19,51.0,67.0,1,1,Discount Seekers,High,High,Moderate,Discount Seekers
11495,Male,61,93.0,33.0,0,0,New Customers,Low,Low,High,New Customers
11496,Female,49,107.0,32.0,1,0,New Customers,Low,Low,High,New Customers
11497,Female,35,15.0,3.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11498,Female,42,93.0,76.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11499,Male,28,113.0,86.0,0,3,VIP Customers,High,High,High,VIP Customers
11500,Male,35,70.0,38.0,0,4,Loyal Customers,Moderate,Moderate,High,Loyal Customers
11501,Female,26,94.0,87.0,1,3,VIP Customers,High,High,High,VIP Customers
11502,Male,46,66.0,51.0,0,4,Loyal Customers,Moderate,Low,Moderate,Loyal Customers
11503,Female,24,43.0,98.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11504,Male,38,89.0,84.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11505,Female,47,121.0,45.0,1,0,New Customers,Moderate,Low,High,New Customers
11506,Female,37,62.0,75.0,1,1,Discount Seekers,High,Moderate,Moderate,Discount Seekers
11507,Male,52,47.0,24.0,0,2,At-Risk / Churn,Low,Low,Moderate,At-Risk / Churn
11508,Female,53,35.0,23.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11509,Male,29,119.0,75.0,0,3,VIP Customers,High,High,High,VIP Customers
11510,Male,24,86.0,100.0,0,3,VIP Customers,High,High,High,VIP Customers
11511,Female,62,24.0,6.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11512,Male,40,110.0,45.0,0,0,New Customers,Moderate,Moderate,High,New Customers
11513,Female,34,46.0,55.0,1,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
11514,Female,22,90.0,73.0,1,3,VIP Customers,High,High,High,VIP Customers
11515,Female,24,53.0,63.0,1,4,Loyal Customers,High,High,Moderate,Loyal Customers
11516,Male,22,28.0,81.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
11517,Female,28,76.0,89.0,1,3,VIP Customers,High,High,High,VIP Customers
11518,Male,53,15.0,45.0,0,2,At-Risk / Churn,Moderate,Low,Low,At-Risk / Churn
11519,Female,20,45.0,75.0,1,1,Discount Seekers,High,High,Moderate,Discount Seekers
11520,Male,33,56.0,90.0,0,1,Discount Seekers,High,Moderate,Moderate,Discount Seekers
11521,Male,30,41.0,69.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
11522,Female,46,32.0,10.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11523,Female,37,107.0,74.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11524,Female,42,15.0,19.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11525,Male,54,99.0,43.0,0,0,New Customers,Moderate,Low,High,New Customers
11526,Female,24,47.0,83.0,1,1,Discount Seekers,High,High,Moderate,Discount Seekers
11527,Female,47,38.0,4.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11528,Male,30,62.0,43.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11529,Female,46,103.0,30.0,1,0,New Customers,Low,Low,High,New Customers
11530,Male,27,47.0,83.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
11531,Male,30,64.0,48.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11532,Male,50,29.0,14.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11533,Male,18,69.0,45.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11534,Female,62,48.0,23.0,1,2,At-Risk / Churn,Low,Low,Moderate,At-Risk / Churn
11535,Male,39,76.0,68.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11536,Male,28,70.0,59.0,0,4,Loyal Customers,Moderate,High,High,Loyal Customers
11537,Male,18,71.0,45.0,0,4,Loyal Customers,Moderate,High,High,Loyal Customers
11538,Female,39,97.0,39.0,1,0,New Customers,Moderate,Moderate,High,New Customers
11539,Female,70,100.0,43.0,1,0,New Customers,Moderate,Low,High,New Customers
11540,Female,38,34.0,79.0,1,1,Discount Seekers,High,Moderate,Low,Discount Seekers
11541,Male,23,54.0,49.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11542,Female,44,30.0,14.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11543,Female,30,41.0,70.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11544,Male,60,92.0,23.0,0,0,New Customers,Low,Low,High,New Customers
11545,Male,55,113.0,34.0,0,0,New Customers,Low,Low,High,New Customers
11546,Female,37,112.0,28.0,1,0,New Customers,Low,Moderate,High,New Customers
11547,Female,58,97.0,39.0,1,0,New Customers,Moderate,Low,High,New Customers
11548,Male,21,55.0,30.0,0,4,Loyal Customers,Low,High,Moderate,Loyal Customers
11549,Female,39,98.0,31.0,1,0,New Customers,Low,Moderate,High,New Customers
11550,Female,26,59.0,40.0,1,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11551,Female,55,28.0,30.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11552,Male,18,61.0,80.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
11553,Female,30,52.0,27.0,1,2,At-Risk / Churn,Low,High,Moderate,At-Risk / Churn
11554,Female,19,31.0,64.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11555,Male,24,49.0,70.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
11556,Male,48,95.0,40.0,0,0,New Customers,Moderate,Low,High,New Customers
11557,Male,36,35.0,46.0,0,4,Loyal Customers,Moderate,Moderate,Low,Loyal Customers
11558,Male,29,57.0,68.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
11559,Female,50,31.0,24.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11560,Female,31,62.0,42.0,1,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
11561,Female,48,118.0,30.0,1,0,New Customers,Low,Low,High,New Customers
11562,Female,38,91.0,89.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11563,Female,30,59.0,76.0,1,1,Discount Seekers,High,High,Moderate,Discount Seekers
11564,Female,51,119.0,48.0,1,0,New Customers,Moderate,Low,High,New Customers
11565,Male,31,44.0,68.0,0,1,Discount Seekers,High,Moderate,Low,Discount Seekers
11566,Male,42,102.0,86.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11567,Male,41,36.0,15.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11568,Female,64,115.0,24.0,1,0,New Customers,Low,Low,High,New Customers
11569,Female,44,20.0,23.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11570,Male,20,51.0,68.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
11571,Male,31,110.0,71.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11572,Female,43,118.0,37.0,1,0,New Customers,Moderate,Moderate,High,New Customers
11573,Female,49,39.0,38.0,1,2,At-Risk / Churn,Moderate,Low,Low,At-Risk / Churn
11574,Male,37,95.0,79.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11575,Female,24,19.0,80.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11576,Male,59,23.0,10.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11577,Male,22,36.0,64.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
11578,Male,23,58.0,39.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11579,Male,28,33.0,85.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
11580,Male,26,51.0,56.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11581,Female,35,15.0,16.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11582,Female,21,101.0,58.0,1,3,VIP Customers,Moderate,High,High,VIP Customers
11583,Female,27,61.0,55.0,1,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11584,Male,18,33.0,82.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
11585,Male,24,34.0,80.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
11586,Male,24,55.0,77.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
11587,Female,45,81.0,42.0,1,4,Loyal Customers,Moderate,Moderate,High,Loyal Customers
11588,Male,58,38.0,19.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11589,Male,19,50.0,60.0,0,4,Loyal Customers,High,High,Moderate,Loyal Customers
11590,Female,27,38.0,80.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11591,Male,53,110.0,26.0,0,0,New Customers,Low,Low,High,New Customers
11592,Female,27,64.0,42.0,1,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11593,Female,28,100.0,79.0,1,3,VIP Customers,High,High,High,VIP Customers
11594,Female,38,106.0,85.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11595,Male,43,55.0,10.0,0,2,At-Risk / Churn,Low,Moderate,Moderate,At-Risk / Churn
11596,Male,24,38.0,81.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
11597,Male,62,95.0,40.0,0,0,New Customers,Moderate,Low,High,New Customers
11598,Male,29,28.0,25.0,0,2,At-Risk / Churn,Low,High,Low,At-Risk / Churn
11599,Female,33,81.0,68.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11600,Female,26,49.0,98.0,1,1,Discount Seekers,High,High,Moderate,Discount Seekers
11601,Male,40,71.0,80.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11602,Male,31,64.0,25.0,0,4,Loyal Customers,Low,Moderate,Moderate,Loyal Customers
11603,Female,34,51.0,52.0,1,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
11604,Male,32,50.0,48.0,0,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
11605,Male,38,92.0,100.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11606,Male,23,33.0,57.0,0,1,Discount Seekers,Moderate,High,Low,Discount Seekers
11607,Female,42,94.0,64.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11608,Male,46,33.0,16.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11609,Female,50,36.0,37.0,1,2,At-Risk / Churn,Moderate,Low,Low,At-Risk / Churn
11610,Female,34,82.0,65.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11611,Female,26,54.0,41.0,1,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11612,Female,32,108.0,82.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11613,Female,37,130.0,89.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11614,Male,25,76.0,36.0,0,4,Loyal Customers,Moderate,High,High,Loyal Customers
11615,Male,54,27.0,17.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11616,Female,27,36.0,96.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11617,Female,29,100.0,76.0,1,3,VIP Customers,High,High,High,VIP Customers
11618,Male,52,20.0,10.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11619,Male,32,58.0,67.0,0,1,Discount Seekers,High,Moderate,Moderate,Discount Seekers
11620,Female,40,29.0,30.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11621,Female,41,124.0,28.0,1,0,New Customers,Low,Moderate,High,New Customers
11622,Male,27,104.0,66.0,0,3,VIP Customers,High,High,High,VIP Customers
11623,Female,60,21.0,16.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11624,Male,28,21.0,17.0,0,2,At-Risk / Churn,Low,High,Low,At-Risk / Churn
11625,Female,54,33.0,21.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11626,Male,40,39.0,18.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11627,Female,22,57.0,76.0,1,1,Discount Seekers,High,High,Moderate,Discount Seekers
11628,Female,47,110.0,37.0,1,0,New Customers,Moderate,Low,High,New Customers
11629,Male,43,114.0,91.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11630,Female,53,109.0,20.0,1,0,New Customers,Low,Low,High,New Customers
11631,Female,18,59.0,20.0,1,2,At-Risk / Churn,Low,High,Moderate,At-Risk / Churn
11632,Male,28,53.0,44.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11633,Male,22,47.0,82.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
11634,Male,20,56.0,50.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11635,Female,40,126.0,91.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11636,Female,44,72.0,62.0,1,4,Loyal Customers,High,Moderate,High,Loyal Customers
11637,Male,32,31.0,81.0,0,1,Discount Seekers,High,Moderate,Low,Discount Seekers
11638,Male,18,39.0,73.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
11639,Female,43,108.0,27.0,1,0,New Customers,Low,Moderate,High,New Customers
11640,Female,66,133.0,39.0,1,0,New Customers,Moderate,Low,High,New Customers
11641,Male,27,60.0,39.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11642,Female,31,53.0,20.0,1,2,At-Risk / Churn,Low,Moderate,Moderate,At-Risk / Churn
11643,Male,58,106.0,28.0,0,0,New Customers,Low,Low,High,New Customers
11644,Female,28,24.0,92.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11645,Female,30,74.0,77.0,1,3,VIP Customers,High,High,High,VIP Customers
11646,Female,40,30.0,16.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11647,Female,30,96.0,84.0,1,3,VIP Customers,High,High,High,VIP Customers
11648,Female,64,115.0,44.0,1,0,New Customers,Moderate,Low,High,New Customers
11649,Male,48,29.0,17.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11650,Male,33,59.0,43.0,0,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
11651,Female,33,85.0,67.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11652,Male,57,100.0,33.0,0,0,New Customers,Low,Low,High,New Customers
11653,Female,56,28.0,18.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11654,Male,32,31.0,15.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11655,Male,45,72.0,52.0,0,4,Loyal Customers,Moderate,Moderate,High,Loyal Customers
11656,Female,20,31.0,85.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11657,Female,34,62.0,33.0,1,4,Loyal Customers,Low,Moderate,Moderate,Loyal Customers
11658,Male,38,69.0,58.0,0,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
11659,Male,34,79.0,88.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11660,Male,35,101.0,90.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11661,Female,35,64.0,26.0,1,4,Loyal Customers,Low,Moderate,Moderate,Loyal Customers
11662,Female,35,56.0,43.0,1,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
11663,Male,20,46.0,65.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
11664,Female,23,38.0,77.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11665,Female,33,39.0,56.0,1,4,Loyal Customers,Moderate,Moderate,Low,Loyal Customers
11666,Male,35,126.0,86.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11667,Male,46,121.0,33.0,0,0,New Customers,Low,Low,High,New Customers
11668,Female,33,43.0,67.0,1,1,Discount Seekers,High,Moderate,Low,Discount Seekers
11669,Female,24,38.0,74.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11670,Male,57,35.0,20.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11671,Female,35,109.0,95.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11672,Female,49,23.0,7.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11673,Female,43,80.0,70.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11674,Female,25,55.0,48.0,1,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11675,Male,51,24.0,7.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11676,Female,32,110.0,83.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11677,Male,34,90.0,70.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11678,Male,31,48.0,70.0,0,1,Discount Seekers,High,Moderate,Moderate,Discount Seekers
11679,Female,45,117.0,33.0,1,0,New Customers,Low,Moderate,High,New Customers
11680,Male,38,83.0,64.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11681,Female,40,24.0,9.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11682,Female,36,88.0,82.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11683,Male,54,113.0,32.0,0,0,New Customers,Low,Low,High,New Customers
11684,Male,46,97.0,77.0,0,3,VIP Customers,High,Low,High,VIP Customers
11685,Male,29,58.0,55.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11686,Female,39,104.0,17.0,1,0,New Customers,Low,Moderate,High,New Customers
11687,Male,31,42.0,4.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11688,Female,22,35.0,55.0,1,4,Loyal Customers,Moderate,High,Low,Loyal Customers
11689,Male,30,84.0,84.0,0,3,VIP Customers,High,High,High,VIP Customers
11690,Female,21,39.0,59.0,1,1,Discount Seekers,Moderate,High,Low,Discount Seekers
11691,Female,20,70.0,64.0,1,4,Loyal Customers,High,High,High,Loyal Customers
11692,Female,55,97.0,28.0,1,0,New Customers,Low,Low,High,New Customers
11693,Female,18,41.0,80.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11694,Female,32,74.0,26.0,1,4,Loyal Customers,Low,Moderate,High,Loyal Customers
11695,Female,28,123.0,63.0,1,3,VIP Customers,High,High,High,VIP Customers
11696,Female,34,102.0,86.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11697,Female,45,97.0,33.0,1,0,New Customers,Low,Moderate,High,New Customers
11698,Female,18,97.0,41.0,1,0,New Customers,Moderate,High,High,New Customers
11699,Female,26,43.0,74.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11700,Male,51,33.0,10.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11701,Male,66,23.0,30.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11702,Female,40,93.0,67.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11703,Male,48,22.0,12.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11704,Female,27,76.0,88.0,1,3,VIP Customers,High,High,High,VIP Customers
11705,Female,46,31.0,45.0,1,4,Loyal Customers,Moderate,Low,Low,Loyal Customers
11706,Male,24,38.0,90.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
11707,Female,35,48.0,70.0,1,1,Discount Seekers,High,Moderate,Moderate,Discount Seekers
11708,Male,39,58.0,54.0,0,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
11709,Male,44,116.0,72.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11710,Male,70,120.0,30.0,0,0,New Customers,Low,Low,High,New Customers
11711,Female,29,38.0,44.0,1,4,Loyal Customers,Moderate,High,Low,Loyal Customers
11712,Female,44,34.0,32.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11713,Male,33,41.0,63.0,0,1,Discount Seekers,High,Moderate,Low,Discount Seekers
11714,Female,57,113.0,15.0,1,0,New Customers,Low,Low,High,New Customers
11715,Male,45,140.0,85.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11716,Male,60,97.0,44.0,0,0,New Customers,Moderate,Low,High,New Customers
11717,Female,42,33.0,19.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11718,Female,26,39.0,77.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11719,Male,37,105.0,74.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11720,Male,23,79.0,81.0,0,3,VIP Customers,High,High,High,VIP Customers
11721,Female,48,19.0,38.0,1,2,At-Risk / Churn,Moderate,Low,Low,At-Risk / Churn
11722,Male,38,78.0,71.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11723,Female,55,120.0,32.0,1,0,New Customers,Low,Low,High,New Customers
11724,Male,55,110.0,49.0,0,0,New Customers,Moderate,Low,High,New Customers
11725,Male,27,90.0,25.0,0,0,New Customers,Low,High,High,New Customers
11726,Male,58,105.0,43.0,0,0,New Customers,Moderate,Low,High,New Customers
11727,Male,65,31.0,31.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11728,Female,26,35.0,84.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11729,Female,35,20.0,20.0,1,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11730,Female,46,24.0,25.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11731,Male,28,48.0,55.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11732,Male,37,109.0,80.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11733,Male,36,108.0,84.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11734,Female,54,126.0,26.0,1,0,New Customers,Low,Low,High,New Customers
11735,Female,51,109.0,26.0,1,0,New Customers,Low,Low,High,New Customers
11736,Male,27,52.0,74.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
11737,Female,28,34.0,83.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11738,Male,24,44.0,77.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
11739,Female,28,38.0,97.0,1,1,Discount Seekers,High,High,Low,Discount Seekers
11740,Male,36,86.0,74.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11741,Female,39,93.0,64.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11742,Female,52,97.0,27.0,1,0,New Customers,Low,Low,High,New Customers
11743,Male,45,106.0,95.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11744,Female,26,55.0,59.0,1,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11745,Male,32,68.0,31.0,0,4,Loyal Customers,Low,Moderate,Moderate,Loyal Customers
11746,Male,42,30.0,15.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11747,Male,34,26.0,22.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11748,Male,43,32.0,26.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11749,Male,21,99.0,57.0,0,3,VIP Customers,Moderate,High,High,VIP Customers
11750,Male,36,25.0,14.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11751,Female,28,115.0,34.0,1,0,New Customers,Low,High,High,New Customers
11752,Male,19,70.0,50.0,0,4,Loyal Customers,Moderate,High,High,Loyal Customers
11753,Male,30,47.0,80.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
11754,Female,53,83.0,86.0,1,3,VIP Customers,High,Low,High,VIP Customers
11755,Male,19,104.0,75.0,0,3,VIP Customers,High,High,High,VIP Customers
11756,Female,24,91.0,41.0,1,0,New Customers,Moderate,High,High,New Customers
11757,Female,28,65.0,69.0,1,1,Discount Seekers,High,High,Moderate,Discount Seekers
11758,Female,25,74.0,41.0,1,4,Loyal Customers,Moderate,High,High,Loyal Customers
11759,Male,20,63.0,47.0,0,4,Loyal Customers,Moderate,High,Moderate,Loyal Customers
11760,Female,48,119.0,32.0,1,0,New Customers,Low,Low,High,New Customers
11761,Female,27,50.0,62.0,1,4,Loyal Customers,High,High,Moderate,Loyal Customers
11762,Male,32,28.0,5.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11763,Male,44,131.0,22.0,0,0,New Customers,Low,Moderate,High,New Customers
11764,Female,32,64.0,82.0,1,1,Discount Seekers,High,Moderate,Moderate,Discount Seekers
11765,Male,53,121.0,34.0,0,0,New Customers,Low,Low,High,New Customers
11766,Female,38,18.0,71.0,1,1,Discount Seekers,High,Moderate,Low,Discount Seekers
11767,Female,42,103.0,72.0,1,3,VIP Customers,High,Moderate,High,VIP Customers
11768,Male,61,25.0,12.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11769,Male,60,16.0,20.0,0,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11770,Male,39,21.0,31.0,0,2,At-Risk / Churn,Low,Moderate,Low,At-Risk / Churn
11771,Male,22,28.0,28.0,0,2,At-Risk / Churn,Low,High,Low,At-Risk / Churn
11772,Male,30,42.0,42.0,0,4,Loyal Customers,Moderate,High,Low,Loyal Customers
11773,Female,47,93.0,92.0,1,3,VIP Customers,High,Low,High,VIP Customers
11774,Male,18,82.0,69.0,0,3,VIP Customers,High,High,High,VIP Customers
11775,Female,36,68.0,15.0,1,2,At-Risk / Churn,Low,Moderate,Moderate,At-Risk / Churn
11776,Male,23,112.0,72.0,0,3,VIP Customers,High,High,High,VIP Customers
11777,Female,57,35.0,15.0,1,2,At-Risk / Churn,Low,Low,Low,At-Risk / Churn
11778,Female,55,113.0,19.0,1,0,New Customers,Low,Low,High,New Customers
11779,Female,39,60.0,37.0,1,4,Loyal Customers,Moderate,Moderate,Moderate,Loyal Customers
11780,Male,23,37.0,78.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
11781,Male,32,111.0,86.0,0,3,VIP Customers,High,Moderate,High,VIP Customers
11782,Female,46,122.0,24.0,1,0,New Customers,Low,Low,High,New Customers
11783,Female,26,45.0,68.0,1,1,Discount Seekers,High,High,Moderate,Discount Seekers
11784,Female,31,33.0,68.0,1,1,Discount Seekers,High,Moderate,Low,Discount Seekers
11785,Male,23,47.0,79.0,0,1,Discount Seekers,High,High,Moderate,Discount Seekers
11786,Female,34,70.0,29.0,1,4,Loyal Customers,Low,Moderate,High,Loyal Customers
11787,Male,21,56.0,62.0,0,4,Loyal Customers,High,High,Moderate,Loyal Customers
11788,Female,64,111.0,36.0,1,0,New Customers,Moderate,Low,High,New Customers
11789,Male,70,106.0,11.0,0,0,New Customers,Low,Low,High,New Customers
11790,Male,23,34.0,67.0,0,1,Discount Seekers,High,High,Low,Discount Seekers
11791,Male,27,75.0,26.0,0,4,Loyal Customers,Low,High,High,Loyal Customers
11792,Male,44,48.0,27.0,0,2,At-Risk / Churn,Low,Moderate,Moderate,At-Risk / Churn
11793,Female,29,72.0,43.0,1,4,Loyal Customers,Moderate,High,High,Loyal Customers
11794,Male,38,49.0,15.0,0,2,At-Risk / Churn,Low,Moderate,Moderate,At-Risk / Churn
11795,Male,65,87.0,24.0,0,0,New Customers,Low,Low,High,New Customers
11796,Female,28,60.0,24.0,1,2,At-Risk / Churn,Low,High,Moderate,At-Risk / Churn
